MCCID_GIS,the_geom,NAME,MCCID_STR,MAPLABEL,XDATE
138,"LINESTRING (144.952855478115 -37.79753464455, 144.953575659341 -37.796726805865, 144.953712193285 -37.79657200139, 144.954102528107 -37.79613353236, 144.954426902081 -37.795770828111, 144.954686672818 -37.795480196346, 144.954865118383 -37.795280944129, 144.955581389509 -37.794481083713, 144.95584988212 -37.794177420907, 144.955983385872 -37.794026810083, 144.956369849206 -37.793594315464, 144.956520823522 -37.793425118471, 144.95708551974 -37.792795799273)",PARK  DRIVE,Street_Label_15000,Park  Drive,20210923
308,"LINESTRING (144.959352435574 -37.808333598242, 144.95915421091 -37.807906939954)",BLENDER  LANE,Street_Label_2000,Blender  Lane,20210923
1059,"LINESTRING (144.965631317972 -37.812367656307, 144.965461107623 -37.811996445202)",GLOBE  ALLEY,Street_Label_2000,Globe  Alley,20210923
613,"LINESTRING (144.957788617033 -37.800615221621, 144.958560110741 -37.800701598993)",HAYMARKET  WALK,Street_Label_2000,Haymarket  Walk,20210923
37,"LINESTRING (144.925765333537 -37.792258954645, 144.924344784083 -37.793080671348, 144.924233297463 -37.793147447836, 144.921966660457 -37.794448874581, 144.921925395575 -37.794386802717, 144.921004627629 -37.793880468636)",BAYSWATER  ROAD,Street_Label_10000,Bayswater  Road,20210923
284,"LINESTRING (144.949306614279 -37.805267088454, 144.949264053296 -37.805509818628, 144.949339070154 -37.805771771886)",KING  STREET,Street_Label_15000,King  Street,20210923
357,"LINESTRING (144.958546023721 -37.808311482921, 144.958825618263 -37.808230873997, 144.95892840304 -37.808455508369)",PL5287,Street_Label_1000,PL5287,20210923
530,"LINESTRING (144.944293738774 -37.802185735111, 144.94431780472 -37.802051861253)",PT5223,Street_Label_2000,PT5223,20210923
924,"LINESTRING (144.945116505841 -37.807170454988, 144.945317283919 -37.807260772235, 144.945151204904 -37.807486382263)",PL5142,Street_Label_2000,PL5142,20210923
237,"LINESTRING (144.94942673334 -37.80199385222, 144.949455933626 -37.801807709204, 144.949451413068 -37.801803037196, 144.948763599307 -37.801730136169, 144.948731785894 -37.801749506103, 144.948702603244 -37.801918773816)",CULLENS  LANE,Street_Label_2000,Cullens  Lane,20210923
989,"LINESTRING (144.964128523895 -37.805359192895, 144.964115223527 -37.805406340534, 144.964100418807 -37.805415624437, 144.964087770648 -37.805486789806)",PL5283,Street_Label_2000,PL5283,20210923
39,"LINESTRING (144.983978872515 -37.833271327762, 144.985628590055 -37.833472861666)",ACLAND  STREET,Street_Label_10000,Acland  Street,20210923
1228,"LINESTRING (144.952621159744 -37.808101352436, 144.952652730538 -37.808089433593)",PRIV,Street_Label_2000,Priv,20210923
411,"LINESTRING (144.922242965178 -37.797015484919, 144.921856692197 -37.796592717703)",GUINNESS  LANE,Street_Label_2000,Guinness  Lane,20210923
50,"LINESTRING (144.938103452356 -37.811537297773, 144.937928385778 -37.811477256334, 144.937170779958 -37.81135980998, 144.937107694478 -37.811351611311, 144.937044153125 -37.811346771541, 144.936980367586 -37.811346210821, 144.936916794893 -37.811349933169, 144.936853890555 -37.811357911914, 144.936792634768 -37.811371483937, 144.936416887399 -37.811458057292, 144.936180843443 -37.811530849819)",OBSERVATION  DRIVE,Street_Label_2000,Observation  Drive,20210923
518,"LINESTRING (144.943031103026 -37.795548543654, 144.943214226354 -37.795567754127)",PT5202,Street_Label_2000,PT5202,20210923
236,"LINESTRING (144.949398670395 -37.801341463952, 144.949179100026 -37.801315714699)",PRIVATE,Street_Label_2000,Private,20210923
282,"LINESTRING (144.965746914206 -37.79575964074, 144.965707900687 -37.7959802125)",PL5061,Street_Label_1000,PL5061,20210923
38,"LINESTRING (144.938517706322 -37.812332923881, 144.938235441247 -37.812408489845, 144.938111465707 -37.812456814382, 144.937619830997 -37.812588385342)",THE  ARCADE,Street_Label_1000,The  Arcade,20210923
143,"LINESTRING (144.959872025746 -37.77806877112, 144.955583597682 -37.777545685465, 144.949448729022 -37.776817880351, 144.943262088614 -37.77606654128, 144.942923501074 -37.776025497003, 144.942919305415 -37.776024983053)",PARK  STREET,Street_Label_15000,Park  Street,20210923
585,"LINESTRING (144.948572028132 -37.801421314113, 144.949716863043 -37.801544611401)",SCOTIA  STREET,Street_Label_2000,Scotia  Street,20210923
373,"LINESTRING (144.988339080178 -37.817469446921, 144.988044151987 -37.819196550809)",MARGARET  LANE,Street_Label_2000,Margaret  Lane,20210923
59,"LINESTRING (144.927062627846 -37.81135270751, 144.926215998158 -37.810767760457, 144.925991575853 -37.810628105818, 144.921962579318 -37.810216861446, 144.920715300501 -37.8100891907, 144.920030979096 -37.810022628906, 144.916798732148 -37.809692315832, 144.91610247064 -37.809411621059, 144.915582683267 -37.809238345867)",COODE  ROAD,Street_Label_10000,Coode  Road,20210923
849,"LINESTRING (144.975864544719 -37.835339203461, 144.975468072555 -37.835429027111)",PL5074,Street_Label_2000,PL5074,20210923
5,"LINESTRING (144.911695812209 -37.834201518268, 144.91234049881 -37.833917629623)",WEBB  DOCK  DRIVE,Street_Label_10000,Webb  Dock  Drive,20210923
26,"LINESTRING (144.933794526082 -37.793029546688, 144.934039192492 -37.791719767781, 144.93407082396 -37.791542246031, 144.934313087696 -37.790221911798, 144.934335077533 -37.790042566253, 144.934591605174 -37.788736228648)",LAMBETH  STREET,Street_Label_15000,Lambeth  Street,20210923
857,"LINESTRING (144.985673727511 -37.840130591725, 144.985807739779 -37.839457866381)",CL1496,Street_Label_2000,CL1496,20210923
355,"LINESTRING (144.917796607876 -37.821266414097, 144.918410960126 -37.82326119601)",WESTSIDE  AVENUE,Street_Label_2000,Westside  Avenue,20210923
712,"LINESTRING (144.959190410051 -37.814338124559, 144.959472515793 -37.814952855218, 144.95948839992 -37.814948233499, 144.959578319233 -37.815142371076)",LITTLE QUEEN  STREET,Street_Label_2000,Little Queen  Street,20210923
979,"LINESTRING (144.964713338745 -37.80383990958, 144.964511155948 -37.803819063704, 144.964511985767 -37.803813950348, 144.963806866477 -37.803739923098, 144.963803720886 -37.803757684983, 144.963581963824 -37.803734092006)",KELVIN  PLACE,Street_Label_2000,Kelvin  Place,20210923
2,"LINESTRING (144.931038243459 -37.793532143294, 144.931006508155 -37.793527066031, 144.930975327853 -37.79352015162, 144.93094497415 -37.793511173665, 144.930915664464 -37.793500196472, 144.930887608734 -37.793487298668, 144.930861007916 -37.793472572639, 144.930836052546 -37.793456123864, 144.930812921376 -37.79343807016, 144.930791780087 -37.793418540844, 144.930772780112 -37.7933976758, 144.930756057542 -37.793375624479, 144.930741732158 -37.79335254483, 144.930729906569 -37.793328602168, 144.930719907342 -37.793304115306, 144.930664634281 -37.793121749479, 144.929503206797 -37.788291160909)",EASTWOOD  STREET,Street_Label_15000,Eastwood  Street,20210923
821,"LINESTRING (144.940707401568 -37.814498922913, 144.941251129941 -37.815001424758)",RAKAIA  WAY,Street_Label_2000,Rakaia  Way,20210923
262,"LINESTRING (144.9626736848 -37.801279241424, 144.962503049939 -37.801260728605)",PL5063,Street_Label_1000,PL5063,20210923
1092,"LINESTRING (144.969117731416 -37.811439674643, 144.9694850138 -37.812252051161)",MARKET  LANE,Street_Label_2000,Market  Lane,20210923
1281,"LINESTRING (144.941493127938 -37.786731736269, 144.94140626734 -37.786148987172, 144.941732894136 -37.785984182367)",YATES  LANE,Street_Label_2000,Yates  Lane,20210923
800,"LINESTRING (144.966040393598 -37.80149934545, 144.966156082894 -37.801514896382, 144.966324277037 -37.801533839392)",HYAM  PLACE,Street_Label_2000,Hyam  Place,20210923
316,"LINESTRING (144.899735320127 -37.830452055223, 144.902760860988 -37.832228066864, 144.904012126953 -37.832869525203, 144.904978271816 -37.833235009276, 144.906337014782 -37.833530073495, 144.908208171252 -37.833834228059, 144.909257923981 -37.833833529676, 144.910603208377 -37.833741321873, 144.912053179224 -37.833399417414, 144.913779710514 -37.832772159309, 144.918560120267 -37.830322043703)",WEST  GATE  BRIDGE,Street_Label_15000,West  Gate  Bridge,20210923
232,"LINESTRING (144.953407878264 -37.799769360652, 144.953371854904 -37.799778759283, 144.953239097551 -37.799883314374, 144.953675867239 -37.800233818653, 144.953833954719 -37.800109800719)",VALE  PLACE,Street_Label_2000,Vale  Place,20210923
907,"LINESTRING (144.949836057937 -37.809221585262, 144.949948983807 -37.809373527524, 144.950124846446 -37.809289523049)",PL5111,Street_Label_2000,PL5111,20210923
138,"LINESTRING (144.941943561729 -37.805587118316, 144.941861417044 -37.806043436634)",ANDERSON  STREET,Street_Label_10000,Anderson  Street,20210923
189,"LINESTRING (144.942173582538 -37.775962818515, 144.940600149929 -37.775770621453)",PARK  STREET,Street_Label_2000,Park  Street,20210923
413,"LINESTRING (144.924451549523 -37.795875220556, 144.924260429482 -37.795671598798)",FISKEN  WALK,Street_Label_2000,Fisken  Walk,20210923
68,"LINESTRING (144.971184823284 -37.794540812249, 144.973434754322 -37.793551087017)",NEILL  STREET,Street_Label_10000,Neill  Street,20210923
557,"LINESTRING (144.953429993681 -37.804686624727, 144.953451150858 -37.80456782455)",FOUNTAIN INN  LANE,Street_Label_2000,Fountain Inn  Lane,20210923
243,"LINESTRING (144.945278217799 -37.812184866358, 144.945802977497 -37.81247591747, 144.947239844705 -37.813716810462, 144.947844711474 -37.814413831966, 144.948959370258 -37.815621436691, 144.949381021498 -37.816184430947, 144.950149343241 -37.817512663144, 144.950300431083 -37.817765244701, 144.951425969869 -37.819315460034, 144.951734860299 -37.819770442948, 144.952241475638 -37.820516652017, 144.952354341178 -37.820953232859, 144.952289724591 -37.821282197177, 144.952115021914 -37.821576236746, 144.951731753545 -37.821877353809, 144.951491159615 -37.822040664589, 144.950268412454 -37.822395258756, 144.949372404566 -37.822655095565)",WURUNDJERI  WAY,Street_Label_15000,Wurundjeri  Way,20210923
1170,"LINESTRING (144.96393454136 -37.816795845786, 144.964146749782 -37.817257629545)",STAUGHTON  ALLEY,Street_Label_2000,Staughton  Alley,20210923
1278,"LINESTRING (144.927478410199 -37.798983116659, 144.929017996321 -37.798086516831)",YOUNGHUSBAND  LANE,Street_Label_2000,Younghusband  Lane,20210923
312,"LINESTRING (144.951630219495 -37.800932169165, 144.951867124651 -37.800603307874)",LEVESON STREET,Street_Label_15000,Leveson Street,20210923
640,"LINESTRING (144.968646043015 -37.798482607682, 144.968309581031 -37.798446129153)",WELCH  PLACE,Street_Label_2000,Welch  Place,20210923
506,"LINESTRING (144.930117944596 -37.795263809186, 144.930206656505 -37.795359892483)",PL5368,Street_Label_1000,PL5368,20210923
213,"LINESTRING (144.968235690369 -37.805637058248, 144.968468529354 -37.805662335975, 144.968532987234 -37.805284080979)",HUDSON  PLACE,Street_Label_2000,Hudson  Place,20210923
69,"LINESTRING (144.965464117285 -37.830327657498, 144.97097985108 -37.8287244979)",COVENTRY  STREET,Street_Label_15000,Coventry  Street,20210923
130,"LINESTRING (144.966912991552 -37.822029569309, 144.96505646784 -37.822868733105)",FAWKNER  STREET,Street_Label_10000,Fawkner  Street,20210923
777,"LINESTRING (144.974361820241 -37.798456840682, 144.974430069501 -37.798532752118, 144.974383995924 -37.79861045868, 144.974339600974 -37.798708156122, 144.974330747373 -37.798758194121)",CL1717,Street_Label_2000,CL1717,20210923
927,"LINESTRING (144.967060637142 -37.807538104617, 144.967313445971 -37.808085120878, 144.967116101537 -37.808143728648)",BELL  PLACE,Street_Label_2000,Bell  Place,20210923
263,"LINESTRING (144.962740786745 -37.803455248774, 144.962881017104 -37.803470709336)",CL1094,Street_Label_1000,CL1094,20210923
1274,"LINESTRING (144.935097756379 -37.8216865217, 144.935884894475 -37.821868429234)",CATALINA  PLACE,Street_Label_2000,Catalina  Place,20210923
333,"LINESTRING (144.95723070036 -37.810993842885, 144.956828498083 -37.811114020549)",SINGERS  LANE,Street_Label_2000,Singers  Lane,20210923
338,"LINESTRING (144.959285820444 -37.827985007975, 144.95951508544 -37.827918615354)",PL5355,Street_Label_2000,PL5355,20210923
425,"LINESTRING (144.971869676771 -37.797947272927, 144.971900565332 -37.797766571424)",CL1272,Street_Label_1000,CL1272,20210923
1255,"LINESTRING (144.926170055623 -37.795458248101, 144.925454682116 -37.795875068973, 144.925598417517 -37.796030405612)",MADDEN TERRACE,Street_Label_2000,Madden Terrace,20210923
1137,"LINESTRING (144.963877145356 -37.81074260757, 144.964259286267 -37.81155691128)",DREWERY  LANE,Street_Label_2000,Drewery  Lane,20210923
5,"LINESTRING (144.958256616653 -37.819512772424, 144.958034002388 -37.819571370498)",CL0481,Street_Label_1000,CL0481,20210923
70,"LINESTRING (144.966037620317 -37.83135680012, 144.970963679235 -37.829922298775)",DORCAS  STREET,Street_Label_15000,Dorcas  Street,20210923
634,"LINESTRING (144.962294438293 -37.804133661519, 144.962580542922 -37.804164829909)",CL1075,Street_Label_2000,CL1075,20210923
992,"LINESTRING (144.955580837246 -37.819923071256, 144.955852662897 -37.820520440691, 144.95586266525 -37.820517576488, 144.955927739443 -37.82065986343)",DOWNIE  STREET,Street_Label_2000,Downie  Street,20210923
232,"LINESTRING (144.972320896282 -37.815877806147, 144.971947492285 -37.815075522532, 144.971902929078 -37.814974017815, 144.971531805743 -37.814174427927, 144.971411733196 -37.813916459332, 144.971038252441 -37.81311177527, 144.970995121765 -37.813013794161, 144.970619342979 -37.812206732415, 144.970512036892 -37.811947951075, 144.970139355277 -37.811143018383, 144.970091395524 -37.811045629577, 144.969725128733 -37.810241826285, 144.969605318077 -37.80998269964, 144.969232941938 -37.809171450278, 144.969189203505 -37.809079148056, 144.968823106814 -37.80827715264, 144.968714197882 -37.808021361843, 144.968508621802 -37.80771924815, 144.968355159735 -37.807384731133)",EXHIBITION  STREET,Street_Label_15000,Exhibition  Street,20210923
413,"LINESTRING (144.969731178593 -37.799598437175, 144.969749981395 -37.799488489505)",CL1019,Street_Label_1000,CL1019,20210923
452,"LINESTRING (144.988804398014 -37.811791481389, 144.989227506848 -37.811838158265, 144.989233986641 -37.811799536209)",MACKINNON  PLACE,Street_Label_2000,Mackinnon  Place,20210923
717,"LINESTRING (144.970363930556 -37.799338897798, 144.971253236404 -37.799431637239, 144.971278273003 -37.799407825033, 144.971305192142 -37.799244890601)",CARLOW  PLACE,Street_Label_2000,Carlow  Place,20210923
32,"LINESTRING (144.96288430553 -37.809013320244, 144.963024892042 -37.808973053644)",CL0111,Street_Label_1000,CL0111,20210923
1195,"LINESTRING (144.947025993636 -37.8077441712, 144.947175633016 -37.80785503627)",CL1348,Street_Label_2000,CL1348,20210923
75,"LINESTRING (144.954801948463 -37.807842508639, 144.955142105782 -37.805924406933)",CAPEL  STREET,Street_Label_15000,Capel  Street,20210923
905,"LINESTRING (144.951604597666 -37.8100305083, 144.951540964733 -37.810051254819, 144.951385807926 -37.809754752744)",MALONEY  LANE,Street_Label_2000,Maloney  Lane,20210923
530,"LINESTRING (144.965877250663 -37.815283612758, 144.965995138202 -37.815248659577)",PRIV,Street_Label_1000,Priv,20210923
475,"LINESTRING (144.985010209462 -37.833915768414, 144.984423218063 -37.833840529178, 144.984330741259 -37.834288854458)",KURNEH  PLACE,Street_Label_2000,Kurneh  Place,20210923
20,"LINESTRING (144.956984507558 -37.810269160252, 144.956813503166 -37.809898124257, 144.9568834295 -37.809506894539)",FREDERICK  WAY,Street_Label_1000,Frederick  Way,20210923
118,"LINESTRING (144.979319780539 -37.818284806246, 144.979550516242 -37.816946121938)",JOLIMONT  LANE,Street_Label_10000,Jolimont  Lane,20210923
99,"LINESTRING (144.986334058033 -37.809663671337, 144.986182392831 -37.810569196337, 144.986135734658 -37.81083792224, 144.985984089376 -37.811742846927, 144.985933192744 -37.812013322376, 144.985895360786 -37.812233399315, 144.985891735734 -37.812263506088, 144.985844659293 -37.812556645685, 144.985839119338 -37.812587326192, 144.985784316891 -37.8129141972, 144.985756653145 -37.813094222057, 144.985721730038 -37.813292448197, 144.985717739651 -37.813317393063, 144.985682764091 -37.813523015163, 144.985677130453 -37.813554796196, 144.985641711836 -37.813765926811, 144.985635230038 -37.813798193486, 144.985603033017 -37.813994978352, 144.98555057871 -37.814264297686, 144.985516908464 -37.814460851837, 144.985512669658 -37.814489371923, 144.985484398513 -37.814655792885, 144.985479347425 -37.814685526477, 144.985397566577 -37.815167012249, 144.985366583245 -37.815346053726, 144.985265284278 -37.815965183055, 144.9852509411 -37.816048715707, 144.985218637422 -37.816244785722)",POWLETT  STREET,Street_Label_15000,Powlett  Street,20210923
